Streamflow Gauge Comparison
"Scenario: Reference, Streamflow Gauge: SG_KeyaPahaRiver"
Cubic Meters per Second
Statistic,Modeled,Observed
"May 1997",1.48492,0.882272
"Jun 1997",1.6141,0.969459
"Jul 1997",1.66051,1.06056
"Aug 1997",1.41207,0.791032
"Sep 1997",1.41848,0.77654
"Oct 1997",1.4006,0.799456
"Nov 1997",1.26932,0.6224
"Dec 1997",1.18117,0.575474
"Jan 1998",1.21261,0.586367
"Feb 1998",1.37694,0.68397
"Mar 1998",1.12034,0.555562
"Apr 1998",1.38447,0.737084
"May 1998",1.39454,0.789009
"Jun 1998",1.73636,1.08908
"Jul 1998",1.7071,1.10436
"Aug 1998",1.49107,0.866898
"Sep 1998",1.30654,0.66128
"Oct 1998",1.38665,0.782552
"Nov 1998",1.38766,0.738015
"Dec 1998",1.17712,0.568717
"Jan 1999",1.21336,0.584146
"Feb 1999",1.39907,0.702749
"Mar 1999",1.13928,0.571697
"Apr 1999",1.40984,0.759267
"May 1999",1.48854,0.879993
"Jun 1999",1.74979,1.09919
"Jul 1999",1.52124,0.915273
"Aug 1999",1.35967,0.732506
"Sep 1999",1.48469,0.836721
"Oct 1999",1.16738,0.560571
"Nov 1999",1.24662,0.594496
"Dec 1999",1.16139,0.551214
"Jan 2000",1.19657,0.565887
"Feb 2000",1.31804,0.644351
"Mar 2000",1.19067,0.601584
"Apr 2000",1.43173,0.780164
"May 2000",1.44861,0.838783
"Jun 2000",1.53616,0.884111
"Jul 2000",1.54298,0.937017
"Aug 2000",1.21092,0.583721
"Sep 2000",1.23507,0.587111
"Oct 2000",1.23763,0.631334
"Nov 2000",1.23342,0.580474
"Dec 2000",1.14674,0.535652
"Jan 2001",1.19484,0.563175
"Feb 2001",1.30818,0.609328
"Mar 2001",1.11527,0.545839
"Apr 2001",1.71202,1.05932
"May 2001",1.39211,0.781038
"Jun 2001",1.53913,0.885443
"Jul 2001",1.3817,0.774068
"Aug 2001",1.45364,0.824957
"Sep 2001",1.37031,0.720568
"Oct 2001",1.18436,0.575871
"Nov 2001",1.29844,0.643855
"Dec 2001",1.14537,0.532708
"Jan 2002",1.18582,0.552415
"Feb 2002",1.31171,0.610895
"Mar 2002",1.0685,0.497502
"Apr 2002",1.33885,0.684419
"May 2002",1.22031,0.608286
"Jun 2002",1.2522,0.598171
"Jul 2002",1.12169,0.520314
"Aug 2002",1.18004,0.557844
"Sep 2002",1.21122,0.568368
"Oct 2002",1.15846,0.557218
"Nov 2002",1.20427,0.545502
"Dec 2002",1.1275,0.514376
"Jan 2003",1.16355,0.530071
"Feb 2003",1.28475,0.584181
"Mar 2003",1.07455,0.503928
"Apr 2003",1.30925,0.65527
"May 2003",1.22579,0.614154
"Jun 2003",1.43277,0.779028
"Jul 2003",1.179,0.572198
"Aug 2003",1.17171,0.543882
"Sep 2003",1.21718,0.568675
"Oct 2003",1.1222,0.515202
"Nov 2003",1.20245,0.548125
"Dec 2003",1.12128,0.509047
"Jan 2004",1.15273,0.519874
"Feb 2004",1.23559,0.559598
"Mar 2004",1.11788,0.526869
"Apr 2004",1.2258,0.572085
"May 2004",1.20986,0.598265
"Jun 2004",1.33112,0.677471
"Jul 2004",1.3988,0.792614
"Aug 2004",1.27257,0.644917
"Sep 2004",1.43012,0.78118
"Oct 2004",1.24472,0.636816
"Nov 2004",1.23241,0.575943
"Dec 2004",1.12932,0.514672
"Jan 2005",1.15994,0.52443
"Feb 2005",1.30642,0.603219
"Mar 2005",1.11651,0.543443
"Apr 2005",1.30718,0.650209
"May 2005",1.40621,0.791746
"Jun 2005",1.54506,0.888087
"Jul 2005",1.19657,0.586715
"Aug 2005",1.30181,0.670951
"Sep 2005",1.32199,0.67019
"Oct 2005",1.15103,0.540701
"Nov 2005",1.26634,0.608118
"Dec 2005",1.11837,0.502225
"Jan 2006",1.18008,0.543071
"Feb 2006",1.27962,0.574765
"Mar 2006",1.08225,0.507886
"Apr 2006",1.29896,0.640574
"May 2006",1.18551,0.569764
"Jun 2006",1.29843,0.640454
"Jul 2006",1.15591,0.545596
"Aug 2006",1.24567,0.614375
"Sep 2006",1.23732,0.585033
"Oct 2006",1.14281,0.532038
"Nov 2006",1.20273,0.543956
"Dec 2006",1.10785,0.491292
"Jan 2007",1.14381,0.506426
"Feb 2007",1.26431,0.559098
"Mar 2007",1.23229,0.657703
"Apr 2007",1.35309,0.694095
"May 2007",1.69434,1.07755
"Jun 2007",1.5793,0.919347
"Jul 2007",1.12021,0.507276
"Aug 2007",1.37233,0.738463
"Sep 2007",1.23652,0.581624
"Oct 2007",1.32067,0.707525
"Nov 2007",1.18999,0.528495
"Dec 2007",1.11391,0.494637
"Jan 2008",1.14938,0.509209
"Feb 2008",1.23966,0.555765
"Mar 2008",1.15439,0.556375
"Apr 2008",1.34918,0.687753
"May 2008",1.53173,0.912721
"Jun 2008",1.70597,1.04394
"Jul 2008",1.5226,0.907642
"Aug 2008",1.23895,0.602359
"Sep 2008",1.36861,0.710927
"Oct 2008",1.31442,0.69872
"Nov 2008",1.21898,0.55468
"Dec 2008",1.11794,0.496086
"Jan 2009",1.15327,0.510427
"Feb 2009",1.29031,0.579078
"Mar 2009",1.11416,0.534615
"Apr 2009",1.48899,0.824707
"May 2009",1.24612,0.624582
"Jun 2009",1.54055,0.876246
"Jul 2009",1.57487,0.958395
"Aug 2009",1.47838,0.840221
"Sep 2009",1.24128,0.581541
